ID,RMSE,NDCG@10
9688,0.4112241735194906,0.0
3208,0.6328173534950036,0.0
2560,0.8969347818226922,0.0
12834,0.0012832080885729269,0.0
15871,1.1950383913548281,0.0
14389,0.08493495308317539,0.0
15144,0.4239824239828035,0.0
14029,1.6491153697770284,0.0
16388,0.9877611420875505,0.0
17934,0.7545631707209118,0.0
15323,0.07908409660143345,0.0
1167,1.3361586734930289,0.0
13464,0.28837332253614395,0.0
1462,1.2283420537337983,0.0
12709,0.7728290385276552,0.0
18151,0.23114899480151072,0.0
18,0.9580501368505251,0.0
8129,0.4182267237530902,0.0
16676,0.061954050022173426,0.0
4343,0.187064470045782,0.0
2455,0.4848299822142351,0.0
2773,0.6246856652694597,0.0
8715,1.1107110150858988,0.0
15528,1.1965067747620295,0.0
13461,0.7910975308417951,
9290,1.2002563593671536,0.0
3216,0.5339992907572028,0.0
16790,0.07034777321266629,0.0
14422,0.21769761743183746,0.0
14879,0.8512225119477841,0.0
9839,0.5396622117590734,0.0
6483,0.21952975408754227,0.0
788,0.44369224458895284,0.0
14265,0.1121221878334504,0.0
11712,0.41396237526559504,0.0
12591,0.37253457186353406,0.0
4952,0.7562363636031647,0.0
12923,0.894821207370273,0.0
3387,1.1683712598834783,0.0
6945,0.8604744530575346,0.0
14633,1.124466474857458,0.0
4997,0.6853553652874768,0.0
18309,0.6374527883359503,0.0
12035,0.3291305873049746,0.0
11999,0.0,0.0
5312,0.9210303588455204,0.0
16544,0.5682676024758282,0.0
7641,0.5502873973351945,0.0
4923,0.7962029112254333,0.0
13093,0.7314221419861164,0.0
2083,0.6735554912213703,0.0
18826,1.5788658486512113,
14456,0.6588119133428969,0.0
406,1.1243095224284152,0.0
958,0.5636178186758019,0.0
9008,0.3324113569272765,0.0
4099,1.025740275109054,0.0
19053,0.531099762541912,0.0
18245,0.945844278024043,0.0
8797,0.16838319342656494,0.0
11949,0.27013953718489864,0.0
16925,0.4794272021052362,0.0
400,0.8330755322769839,0.0
2860,1.1850564480887424,0.0
1453,0.5609385356402954,0.0
12739,0.8023128860136817,0.0
19290,0.8159369314494591,0.0
17116,0.44589196477038145,0.0
11210,0.19678780088184705,0.0
5877,0.18763623501301094,0.0
14559,0.9356464811571386,0.0
12198,0.0,0.0
15924,0.7703421047977494,0.0
6320,1.391242450116488,0.0
13468,0.5267894274190815,0.0
7356,0.9782527615763001,0.0
18729,0.25207154966037026,0.0
1203,0.5553352376651342,0.0
18926,0.9632533154603569,0.0
10886,0.5139145891212715,0.0
175,1.1173097337108662,0.0
463,1.0546123791222881,0.0
3667,2.1107531705557014,0.0
5772,1.148560463876396,0.0
8436,0.12312075979869563,0.0
412,1.0600526664592327,0.0
17203,1.8436520740095745,0.0
3583,0.11467776946776342,0.0
5465,0.7310044452634687,0.0
3089,0.7199682736781308,0.0
7730,0.026146454468708683,0.0
4679,1.7508304801680756,
2116,0.6108320532572269,0.0
8586,1.427670667647189,0.0
1289,1.480775562088154,0.0
12031,0.3005461795861632,0.0
2948,0.7895610142241483,0.0
3094,0.6778681436459616,0.0
15517,2.6141738883683834,
657,0.4973295212843971,0.0
4991,0.6843910420635106,0.0
16345,0.1855643175146099,0.0
675,0.5944660257506803,0.0
13440,0.4207021178650061,
9430,0.2486750952751946,0.0
2340,1.356549830677369,0.0
3211,1.095671726183989,0.0
3703,0.08419990698204582,0.0
13689,0.09900549111495227,0.0
14481,0.6544788826626207,0.0
18115,0.4306610346550205,0.0
17348,0.03239575740605094,0.0
16878,1.1561488298176907,0.0
18348,0.1675074827479711,0.0
2338,0.6123386082918307,0.0
3303,3.266586910694456,
3969,1.4979060343848833,0.0
5,0.4595512647984126,0.0
8523,0.5083109959800337,0.0
3243,0.23308057955858796,0.0
4971,0.35787947770025225,0.0
7572,1.0021526356518125,0.0
14584,0.0,0.0
16201,0.21257398709481115,0.0
10527,0.7081372694177445,0.0
11304,1.050692073124742,0.0
16891,0.17138072127910176,0.0
10341,0.6091024265952023,0.0
8222,0.15190459778256216,0.0
16429,1.0293024790914957,0.0
13853,0.5402603042477753,0.0
10445,1.0875252983618133,0.0
4419,1.7237924388256394,0.0
18557,0.7494458023343791,0.0
15903,0.5178800502349545,0.0
800,2.0419802758131738,0.0
18781,0.4783842988751904,0.0
15634,0.1901356977341257,0.0
3587,0.4494646408043659,0.0
18579,0.647267451949249,0.0
143,0.8303502003474543,0.0
11174,0.1754129356909866,0.0
15895,0.0,0.0
3798,0.6289331184518088,0.0
10276,1.0679994338929637,0.0
11866,1.008070568720144,0.0
11602,0.902037987055919,0.0
922,0.3460806174120342,0.0
9352,0.6615141810377938,0.0
6878,1.445076192947521,0.0
5079,0.7698294722418391,0.0
13238,0.1525402709506831,0.0
6921,0.1855362867705148,0.0
14899,0.6498188003935754,0.0
12137,0.6148710907518142,0.0
16568,1.0885698806222681,0.0
7299,0.4406462026035326,0.0
17097,0.0,0.0
